t,ee_x,ee_y,ee_z,ee_err,manipulability,qp_solve_ms,qp_status,q0,q1,q2,q3,q4,q5,q6,qd0,qd1,qd2,qd3,qd4,qd5,qd6,dist_s0,dist_s1
0.09999999999999999,0.49584600125921013,-0.009474596664184782,0.4033186449933115,0.6672136333071079,0.08388139270926497,0.1039159997162642,ok,-0.008621819655340583,-0.25720473347101314,-0.010139576305829873,-2.180692384984811,-0.001021589064721976,2.0190383416589595,0.7673768125871607,-0.10323319967784235,0.423475520897339,-0.07894028010150607,0.19483005587207994,0.0001024379079539141,0.18514326404211048,-0.18005960072113147,0.359116305594291,0.178705792358203
0.10999999999999999,0.49699607093844933,-0.010402367232437681,0.4023814869683907,0.6643459858501631,0.08389470189121072,0.2854169997590361,ok,-0.009654151652119006,-0.25296997826203976,-0.010928979106844934,-2.1787440844260906,-0.001020564685642437,2.0208897742993805,0.7655762165799495,-0.10599968245029083,0.42269777219290505,-0.07514955868446799,0.19513844529888144,0.0016921758863038417,0.18422829077123462,-0.17986263187057883,0.3572935211920174,0.17639254020305245
0.11999999999999998,0.498140924162098,-0.011326682437973124,0.40144324001743237,0.661485856080141,0.0839081392396842,0.12829200022679288,ok,-0.010714148476621915,-0.24874300054011073,-0.011680474693689614,-2.1767926999731015,-0.0010036429267793986,2.022732057207093,0.7637775902612437,-0.10867971238545633,0.42192788234171774,-0.07143788805299997,0.19544440461289841,0.0032127190288931354,0.18332235730707425,-0.17962562979897276,0.3554712029850289,0.17408203021678292
0.12999999999999998,0.49928061096463977,-0.01224757258129266,0.4005039058046092,0.6586331539129404,0.08392172056727054,0.07837500015739352,ok,-0.011800945600476478,-0.24452372171669354,-0.012394853574219614,-2.1748382559269728,-0.0009715157364904672,2.0245652807801635,0.761981333963254,-0.11127231093462223,0.42116549534734876,-0.06780668825930272,0.19574793488056247,0.004665030350403518,0.18242537171966805,-0.17934941622775724,0.353649378993401,0.17177444168366607
0.13999999999999999,0.5004151804548527,-0.013165067616819301,0.3995634857508737,0.6557877903524276,0.08393546115887664,0.17866700000013225,ok,-0.0129136687098227,-0.24031206676322006,-0.013072920456812642,-2.1728807765781673,-0.0009248654329864321,2.02638953449736,0.7601878398009764,-0.11377665795343203,0.4204102617608882,-0.06425722607650443,0.19604901842840958,0.006050144376758902,0.1815372520810461,-0.17903485545098546,0.35182807652548975,0.16946995191947684
0.15,0.5015446807799285,-0.01407919712327874,0.3986219810451298,0.6529496775656051,0.08394937576899458,0.17374999879393727,ok,-0.01405143528935702,-0.2361079641456112,-0.013715492717577686,-2.170920286393883,-0.0008643639892188431,2.0282049070181705,0.7583974912464665,-0.11619208909419318,0.4196618388144746,-0.060790616530462874,0.19634761982017343,0.0073691628778108816,0.18065792576422882,-0.17868285120538546,0.3500073221338783,0.16716873612190458
0.16,0.5026691590923265,-0.014989990275769444,0.3976793926560139,0.6501187289541651,0.08396347862074661,0.1964169987331843,ok,-0.015213356180298952,-0.23191134575746644,-0.014323398882882315,-2.1689568101956813,-0.0007906723604407342,2.030011486275813,0.7566106627344127,-0.11851809290059155,0.4189198905048183,-0.057407824748832464,0.19664368683635386,0.008623250557721349,0.1797873287488867,-0.17829434353562867,0.34818714157510133,0.16487096723389233
0.17,0.5037886615193364,-0.015897475819531312,0.39673572134423996,0.6472948592223919,0.08397778340660149,0.15345800056820735,ok,-0.01639853710930487,-0.22772214685241826,-0.01489747713037064,-2.1669903733273177,-0.0007044398548635207,2.0318093595633018,0.7548277192990565,-0.12075430761841081,0.41818408763043874,-0.05410966811651958,0.19693715145153753,0.009813630716130891,0.17892540493728581,-0.1778703056635378,0.34636755977314304,0.1625768158200518
0.18000000000000002,0.5049032331353227,-0.01680168204541755,0.39579096767546496,0.6444779844413947,0.08399230329062655,0.16804199913167395,ok,-0.017606080185488978,-0.22354030597611388,-0.015438573811535836,-2.165021001812802,-0.0006063035477022118,2.0335986136126745,0.753049016242421,-0.12290051773651871,0.41745410778648573,-0.050896818725819526,0.19722793080515744,0.010941580893110621,0.17807210548366922,-0.17741174086982983,0.344548600786696,0.16028644995626845
0.19000000000000003,0.5060129179366025,-0.017702636767069922,0.39484513203363325,0.6416680221096694,0.08400705091216089,0.08066700138442684,ok,-0.018835085362854165,-0.21936576489824902,-0.01594754199879403,-2.1630487225047506,-0.0004968877387711056,2.0353793346675113,0.7512748988337228,-0.12495665027309379,0.4167296353209406,-0.047769806108676406,0.1975159281615965,0.012008428510770823,0.17722738814004874,-0.17691967939684863,0.34273028778015746,0.15800003513257865
0.20000000000000004,0.5071177588189082,-0.018600367299792447,0.39389821463475433,0.6388648912099932,0.08402203839077999,0.05437499930849299,ok,-0.020084651865585102,-0.21519846854503963,-0.016425240059880792,-2.1610735632231344,-0.00037680345366339737,2.037151608548912,0.7495057020397543,-0.12692277082277006,0.4160103612559655,-0.04472902023766477,0.19780103385596096,0.013015546524234362,0.17639121662093651,-0.1763951753805821,0.34091264299832924,0.1557177341693613
0.21000000000000005,0.5082177975573762,-0.019494900441114203,0.3929502155410738,0.6360685122626802,0.08403727733243202,0.1279580010304926,ok,-0.021353879573812802,-0.21103836493247996,-0.016872530262257438,-2.1590955528845748,-0.0002466479884210538,2.038915520715121,0.7477417502859485,-0.12879907938083215,0.4152959831782323,-0.04177471478164002,0.19808312622216986,0.013964349094424197,0.1755635599893405,-0.17583930382000426,0.3390956877447783,0.15343970714686084
0.22000000000000006,0.5093130747889916,-0.020386262453027198,0.3920011346755966,0.633278807375227,0.08405277883661696,0.12970799980394077,ok,-0.022641870367621122,-0.20688540510069764,-0.01729027741007384,-2.157114721622353,-0.00010700449747681181,2.0406711563150144,0.7459833572477484,-0.13058590596119776,0.41458620510179006,-0.03890701060125867,0.19836207250025065,0.014856287294842735,0.17474439206596815,-0.17525315759154927,0.3372794423638049,0.1511661113480206
0.23000000000000007,0.5104036299974177,-0.021274479045880795,0.3910509718369208,0.6304957002883984,0.08406855350449503,0.15537500075879507,ok,-0.0239477294272331,-0.20273954304967973,-0.017679347516086425,-2.1551311008973504,4.155837547161555e-05,2.042418600235674,0.744230825671833,-0.13228370602540399,0.4138807373071879,-0.036125899468909636,0.19863772972025395,0.015692844864194037,0.17393369086330576,-0.17463784451625639,0.33546392622595744,0.14889710121457633
0.24000000000000007,0.5114895015001281,-0.022159575363909993,0.3900997267143398,0.627719116418805,0.08408461144779925,0.11891699978150427,ok,-0.025270566487487142,-0.19860073567660785,-0.01804060651077552,-2.153144723600148,0.00019848682411355593,2.0441579371443073,0.7424844472266704,-0.13389305574001095,0.4131792961602649,-0.0334312479972082,0.19890994556038583,0.01647553401626989,0.17313143804590875,-0.1739944844867601,0.3336491577170192,0.14663282831633057
0.25000000000000006,0.5125707264377607,-0.023041575972370654,0.3891473989031863,0.624948982898049,0.08410096229844341,0.1970410012290813,ok,-0.026609497044887253,-0.1944689427150052,-0.018374918990747603,-2.151155624144544,0.0003632421642762549,2.045889251524766,0.7407445023818028,-0.1354146470803447,0.41248160391395705,-0.030822801759537968,0.1991785591772734,0.017205891318132716,0.17233761841808498,-0.17332420666100504,0.3318351542303939,0.1443734413334984
0.26000000000000006,0.5136473407656019,-0.023920504846250773,0.38819398792036375,0.6221852286084986,0.08411761521870967,0.12762499864038546,ok,-0.027963643515690702,-0.19034412667586562,-0.018683147008342983,-2.1491638385527714,0.000535301077457582,2.047612627708947,0.7390112603151927,-0.1368492827985473,0.4117873884963825,-0.028300189585867344,0.19944340200677863,0.017885473647107554,0.171552219439663,-0.17262814672913931,0.3300219321627943,0.14211908605198958
0.2700000000000001,0.5147193792471133,-0.024796385360523317,0.3872394932200454,0.6194277842157863,0.08413457891191309,0.1563339992571855,ok,-0.029332136343676176,-0.1862262527909018,-0.018966148904201657,-2.1471694045327037,0.0007141558139286575,2.0493281499033436,0.7372849788479013,-0.13819787127418431,0.41109638328823084,-0.02586292801664428,0.19970429853385258,0.018515854236599277,0.17077523077051282,-0.1719074442596958,0.3282095069131433,0.1398699053714656
0.2800000000000001,0.5157868754494043,-0.02566924028190264,0.3862839142094975,0.616676582198115,0.08415186163343824,0.10079200001200661,ok,-0.03071411505641802,-0.18211528895801948,-0.0192247781843681,-2.145172361547365,0.0008993143562946503,2.0510359022110487,0.7355659044053043,-0.1394614212655228,0.4104083268923557,-0.023510425897461308,0.19996106703039815,0.019098618820152364,0.17000664384407776,-0.17116324013066297,0.32639789288458254,0.1376260393259871
0.2900000000000001,0.5168498617405567,-0.02653909176206308,0.3853272502649973,0.6139315568724703,0.08416947120205244,0.18649999947228935,ok,-0.032108729269073245,-0.17801120568909592,-0.01945988244334271,-2.143172750877061,0.0010903005444961738,2.0527359686494893,0.7338542720039977,-0.14064103657977328,0.40972296289829824,-0.021241989096891404,0.20021352026029174,0.019635361882607907,0.1692464514700539,-0.17039667405069234,0.32458710348947906,0.13538762511704588
