t,ee_x,ee_y,ee_z,ee_err,manipulability,qp_solve_ms,qp_status,q0,q1,q2,q3,q4,q5,qd0,qd1,qd2,qd3,qd4,qd5,dist_s0,dist_s1
0.09999999999999999,0.4927250988527652,0.08738840810684169,0.43034651189083173,0.6105472436039496,0.08142606716384561,0.12104199959139805,ok,-0.044305877426251535,-1.567165591962666,1.5708109729152502,-1.5735983679223702,-1.571086409551262,-0.04403879674907154,-0.4338432446551498,0.044386956683825946,-0.008575805732752172,-0.02784488475644184,-0.0029365045541314932,-0.4313407553599264,0.30278969519261417,0.28483499400355006
0.10999999999999999,0.4932808001362044,0.08523869640697446,0.43019778335467296,0.608812818233771,0.08145742356368815,0.07362500036833808,ok,-0.048644309872803035,-1.5667217223958276,1.5707252148579227,-1.5738768167699346,-1.5711157745968034,-0.0483522043026708,-0.43215141013880537,0.04575551180084817,-0.010052892429374193,-0.027820023717516636,-0.0029401964182075423,-0.4296787897697718,0.3028751979494292,0.2833949260942097
0.11999999999999998,0.49383154112691957,0.08309385074599529,0.4300494503972935,0.6070786223613571,0.08148974048778153,0.06954200034670066,ok,-0.05296582397419109,-1.5662641672778193,1.570624685933629,-1.5741550170071097,-1.5711451765609854,-0.05264899220036852,-0.4304563081498807,0.04709952346539308,-0.011503810389826324,-0.02779645079457854,-0.0029432243814351802,-0.42801337130849315,0.3029605468885031,0.28195630632045277
0.12999999999999998,0.49437730287539455,0.08095388668440487,0.4299014988627329,0.6053446390398928,0.08152300025062531,0.3051250005228212,ok,-0.057270387055689896,-1.5657931720431653,1.5705096478297307,-1.5744329815150555,-1.5711746088047998,-0.05692912591345345,-0.4287581770758277,0.04841917011551671,-0.012928861905746422,-0.027774036076551243,-0.0029455991752750173,-0.42634473787139854,0.3030457065847156,0.28052467212432464
0.13999999999999999,0.49491806720543746,0.07881882010429188,0.4297539150343014,0.6036108528464919,0.08155718524749232,0.1404169997840654,ok,-0.06155796882644817,-1.5653089803420102,1.5703803592106733,-1.574710721875821,-1.5712040647965526,-0.061192573292167436,-0.427057252061371,0.04971463100513796,-0.014328344865794315,-0.027752655064467415,-0.0029473315264843276,-0.42467312413733954,0.30313064094569664,0.27910012080767327
0.15,0.4954538167098762,0.07668866719198587,0.42960668562629234,0.6018772498520777,0.08159227795786597,0.21270800061756745,ok,-0.06582854134706188,-1.5648118340319588,1.5702370757620154,-1.5749882484264657,-1.5712335381118174,-0.06543930453354083,-0.4253537649788347,0.050986086204992016,-0.01570255290599379,-0.027732188518588698,-0.0029484321527161123,-0.42299876153911176,0.30321531243318106,0.2776827466198639
0.16,0.49598453474617327,0.07456344442098525,0.42945979777586396,0.6001438175916481,0.08162826094877376,0.13424999997369014,ok,-0.07008207899685023,-1.5643019731699088,1.5700800502329555,-1.5752655703116516,-1.5712630224333446,-0.06966929214893194,-0.4236479444011783,0.05223371660066741,-0.01705177555418631,-0.02771252230852224,-0.002948911758223238,-0.42132187823654277,0.30329968262451923,0.2762726407450489
0.17,0.4965102054319634,0.072443168535159,0.42931323903508706,0.598410545034929,0.08166511687801613,0.07354099943768233,ok,-0.07431855844086202,-1.5637796360039022,1.5699095324774137,-1.575542695534737,-1.5712925115509269,-0.07388251093129737,-0.42194001557767424,0.05345770388781682,-0.01837629836874395,-0.027693547266304477,-0.0029487810296710522,-0.41964269909220264,0.30338371197567676,0.2748698913172393
0.18000000000000002,0.49703081364050916,0.07032785653222005,0.4291669973631507,0.5966774225573933,0.08170282849729567,0.1005829999485286,ok,-0.07853795859663876,-1.563245058965024,1.5697257694937263,-1.5758196310074,-1.5713219993612235,-0.0780789379222194,-0.4202302004121963,0.05465823056476197,-0.019676403071797393,-0.02767515904240478,-0.0029480506320569934,-0.4179614456497046,0.3034673601408466,0.27347458341005654
0.19000000000000003,0.497546344996072,0.06821752564746864,0.42902106111872423,0.5949444419116444,0.08174137865524456,0.11174999963259324,ok,-0.08274026060076071,-1.5626984766593763,1.5695290054630084,-1.576096382597824,-1.571351479867544,-0.08225855237871645,-0.4185187174440441,0.05583547992258918,-0.020952367677133092,-0.027657257964580816,-0.0029467312047388957,-0.41627833611452225,0.30355058570166177,0.27208679908211586
0.20000000000000004,0.4980567858692027,0.06611219333780474,0.42887541905246496,0.5932115961991543,0.08178075030035678,0.16437500016763806,ok,-0.08692544777520116,-1.5621401218601505,1.569319481786237,-1.57637295517747,-1.5713809471795914,-0.08642133573986167,-0.41680578183125694,0.056989636032911704,-0.02220446661297045,-0.027639748899568665,-0.002944833357573495,-0.41459358533727886,0.3036333464760846,0.27070661739894625
0.21000000000000005,0.4985621233719429,0.06401187726600764,0.428730060299671,0.5914788798423414,0.08182092648382219,0.10820799980137963,ok,-0.09109350559351373,-1.5615702254998214,1.5690974371201074,-1.5766493526664656,-1.571410395513167,-0.09056727159323447,-0.4150916053363672,0.05812088373342301,-0.02343297083978495,-0.02762254111757326,-0.0029423676671606397,-0.41290740479945437,0.3037155993082328,0.2693341143988786
0.22000000000000006,0.49906234535294364,0.06191659528528116,0.4285849743730714,0.5897462885569887,0.08186189036226754,0.07787499998812564,ok,-0.09524442164687741,-1.5609890166624871,1.5688631074117096,-1.5769255780776412,-1.5714398191898387,-0.09469634564122902,-0.41337639631452294,0.05922940861138006,-0.024638147963360373,-0.027605548159454863,-0.002939344673202274,-0.41122000260144914,0.30379730037911074,0.26796936313640873
0.23000000000000007,0.49955744039249617,0.05982636542406376,0.4284401511557516,0.5880138193249916,0.08190362520040419,1.9206249999115244,ok,-0.09937818561002264,-1.5603967225763733,1.568616725932076,-1.5772016335592358,-1.5714692126365706,-0.09880854566724351,-0.4116603597039267,0.06031539698514571,-0.02582026234322392,-0.02758868770669591,-0.002935774874964584,-0.40953158345294294,0.30387840499783875,0.26661243377890387
0.24000000000000007,0.5000473977974764,0.057741205871101695,0.4282955808942072,0.5862814703674256,0.08194611437358447,0.073666000389494,ok,-0.1034947892070619,-1.5597935686065219,1.5683585233086437,-1.5774775204363027,-1.5714985703853201,-0.10290386150177294,-0.40994369701854766,0.061379035883891556,-0.02697957519661946,-0.027571881453977314,-0.002931668727854021,-0.40784234866550984,0.3039588677810785,0.2652633934132672
0.25000000000000006,0.5005322075962029,0.05566113496078463,0.428151254191522,0.5845492411179327,0.0819893413702693,0.10900000052060932,ok,-0.10759422617724737,-1.5591797782476828,1.5680887275566775,-1.5777532392508424,-1.5715278870725986,-0.10698228498842804,-0.4082266063430151,0.06242051302563148,-0.028116344698211032,-0.02755505498440457,-0.002927036640101932,-0.4061524961474045,0.30403864266987024,0.2639223063642754
0.26000000000000006,0.5010118605332068,0.0535861711587416,0.4280071620006693,0.5828171321964156,0.08203328979440563,0.1491249986429466,ok,-0.11167649224067752,-1.5585555731174265,1.5678075641096954,-1.5780287898006864,-1.5715571574389997,-0.1110438099499021,-0.40650928232967193,0.06344001679363791,-0.029230826075598026,-0.027538137647382402,-0.0029218889695531765,-0.4044622204004847,0.30411768294784425,0.2625892339835262
0.2700000000000001,0.5014863480639168,0.05151633304769715,0.4278632956179271,0.5810851453830381,0.08207794336771976,0.0797909997345414,ok,-0.11574158506397424,-1.5579211729494902,1.5675152558489394,-1.5783041711771602,-1.5715863763286952,-0.11508843215390695,-0.4047919161976955,0.06443773621141291,-0.030323271700866357,-0.027521062438993205,-0.00291623602057015,-0.40277171251919325,0.30419594126997374,0.2612642346436318
0.2800000000000001,0.5019556623492557,0.04945163931358569,0.4277196466764094,0.5793532835925231,0.0821232859319221,2.1103339986439096,ok,-0.1197895042259512,-1.557276795587376,1.5672120231319306,-1.57857938180155,-1.571615538688901,-0.11911614927909887,-0.4030746957342519,0.06541386091625855,-0.03139393117822557,-0.02750376588497191,-0.002910088041037847,-0.4010811601915552,0.3042733697325336,0.259947363998712
0.2900000000000001,0.5024197962501534,0.047392108731923385,0.427576207139704,0.577621550848744,0.08216930145082992,0.11870799971802626,ok,-0.1238202511832937,-1.5566226569782136,1.5668980838201483,-1.5788544194603997,-1.5716446395693113,-0.12312696088101442,-0.4013578052976034,0.06636858113161243,-0.03244305142795359,-0.02748618792615137,-0.002903455219480978,-0.3993907477021155,0.3043499198890747,0.25863867478992
0.3000000000000001,0.502878743321973,0.045337760154436274,0.42743296929561886,0.575889952259609,0.08221597401240623,0.22474999968835618,ok,-0.12783382923626974,-1.5559589711668975,1.5665736533058687,-1.5791292813396614,-1.571673674121506,-0.12712086835803557,-0.3996414258221223,0.06730208763820023,-0.03347087676670911,-0.02746827180641132,-0.002896347682283514,-0.39770065593677023,0.3044255427842536,0.2573382167962421
0.3100000000000001,0.5033324978088534,0.04328861249594348,0.4272899257500293,0.5741584939922271,0.08226328783071764,0.08020799941732548,ok,-0.13183024349449096,-1.5552859502905154,1.5662389445382017,-1.5794039640577255,-1.571702637598329,-0.13109787491740327,-0.39792573482514504,0.0682145717441092,-0.03447764898436086,-0.027449963963070336,-0.002888775491015405,-0.39601106238942463,0.30450018899449016,0.25604603752973726
0.3200000000000001,0.5037810546379679,0.041244684721494236,0.42714706942082525,0.5724271832483547,0.08231122724781037,0.3267920001235325,ok,-0.1358095008427424,-1.5546038045730743,1.565894168048358,-1.5796784636973562,-1.5717315253532391,-0.13505798554129753,-0.39621090641561063,0.06910622525390639,-0.03546360741747772,-0.02743121391968819,-0.002880748639864467,-0.39432214117042347,0.3045738086687999,0.25476218108124565
0.3300000000000001,0.5042244094137014,0.03920599583375797,0.42700439353195513,0.5706960282401232,0.08235977673550976,0.19645800057332963,ok,-0.13977160990689852,-1.5539127423205352,1.5655395319741832,-1.579952775836553,-1.5717603328396377,-0.13900120695300175,-0.39449711130441295,0.06997724043683745,-0.03642898901955079,-0.027411974181277964,-0.0028722770531690012,-0.392634063016684,0.3046463515507715,0.2534866892078354
0.34000000000000014,0.5046625584117452,0.03717256486066584,0.4268618916075626,0.5689650381660364,0.08240892089713776,0.12270899969735183,ok,-0.14371658101994264,-1.5532129699161668,1.5651752420839877,-1.5802268955783658,-1.5717890556101695,-0.14292754758316858,-0.3927845168164265,0.07082780999423324,-0.03737402842809066,-0.027392200131877445,-0.0028633705830544568,-0.3909469953034909,0.3047177670153785,0.25221960080257017
0.35000000000000014,0.5050954985731131,0.035144410843302505,0.42671955746621365,0.5672342231872406,0.08245864446915786,0.17816699983086437,ok,-0.14764442618810691,-1.5525046918162244,1.5648015017997068,-1.5805008175796846,-1.571817689316,-0.14683701753620348,-0.39107328690412063,0.07165812702618503,-0.03829895802871004,-0.02737184993443016,-0.002854039007173256,-0.38926110205786957,0.3047880041322904,0.2509609520540351
0.36000000000000015,0.5055232274980775,0.03312155282404753,0.42657738521521293,0.565503594404061,0.08250893232274113,0.08483300007355865,ok,-0.15155515905714811,-1.5517881105459626,1.5644185122194196,-1.5807745360790288,-1.5718462297060718,-0.15072962855678218,-0.389363582162732,0.07246838499757104,-0.03920400801627578,-0.027350884433022134,-0.0028442920265398645,-0.3875765439735063,0.30485701163418805,0.24971077647188283
0.37000000000000016,0.5059457434400306,0.031104009834964478,0.4264353692450036,0.5637731638328051,0.08255976946525914,0.07050000021990854,ok,-0.15544879487877544,-1.5510634266959868,1.564026472139257,-1.581048044923359,-1.5718746726263373,-0.15460539399651724,-0.3876555598469106,0.07325877770350461,-0.04008940645324683,-0.02732926705736804,-0.0028341392634673576,-0.38589347842713423,0.3049247379900006,0.24846910518547427
0.38000000000000017,0.5063630452992676,0.02909180088643685,0.4262935042236509,0.5620429443828222,0.08261114104170252,0.07579200064355973,ok,-0.15932535047724455,-1.5503308389189518,1.5636255780747246,-1.5813213375939328,-1.571903014018972,-0.1584643287807886,-0.3859493738887982,0.07402949923429228,-0.040955379325312874,-0.02730696372955174,-0.0028235902596012844,-0.38421205949634096,0.3049911314816315,0.2472320743201309
0.3900000000000002,0.5067751326166984,0.027084944956049423,0.4261517850914073,0.5603129498338311,0.08266303233602845,0.07029100015643053,ok,-0.16318484421613252,-1.5495905439266089,1.5632160242814714,-1.5815944072312282,-1.571931249921568,-0.162306449375752,-0.38424517491747273,0.07478074393993768,-0.04180215059438459,-0.02728394277300285,-0.0028126544740484853,-0.3825324379787347,0.305056139990697,0.24599011823976435
